job_title,experience_level,work_models,employee_residence,salary_in_usd,company_location,company_size
Research Engineer,Senior-level,On-site,United States,261500,United States,Large
Research Engineer,Senior-level,On-site,United States,134500,United States,Large
Data Architect,Senior-level,On-site,United States,239000,United States,Large
Data Architect,Senior-level,On-site,United States,122900,United States,Large
ML Engineer,Senior-level,On-site,United States,331640,United States,Medium
ML Engineer,Senior-level,On-site,United States,267720,United States,Medium
Data Engineer,Senior-level,On-site,United States,180000,United States,Medium
Data Engineer,Senior-level,On-site,United States,90000,United States,Medium
Data Analyst,Mid-level,Remote,United States,83000,United States,Medium
Data Analyst,Mid-level,Remote,United States,66000,United States,Medium
Data Scientist,Senior-level,On-site,United States,224250,United States,Medium
Data Scientist,Senior-level,On-site,United States,121550,United States,Medium
Data Engineer,Mid-level,Remote,United States,109000,United States,Medium
Data Engineer,Mid-level,Remote,United States,100000,United States,Medium
Data Scientist,Senior-level,On-site,United States,205400,United States,Medium
Data Scientist,Senior-level,On-site,United States,92900,United States,Medium
ML Engineer,Entry-level,On-site,United States,220000,United States,Medium
ML Engineer,Entry-level,On-site,United States,130000,United States,Medium
Data Scientist,Mid-level,Remote,United States,160000,United States,Medium
Data Scientist,Mid-level,Remote,United States,110000,United States,Medium
Business Intelligence Engineer,Senior-level,Remote,United States,186030,United States,Medium
Business Intelligence Engineer,Senior-level,Remote,United States,110200,United States,Medium
Research Engineer,Mid-level,Remote,United States,130000,United States,Medium
Research Engineer,Mid-level,Remote,United States,100000,United States,Medium
Data Scientist,Mid-level,On-site,United States,242000,United States,Medium
Data Scientist,Mid-level,On-site,United States,106200,United States,Medium
Data Scientist,Executive-level,Remote,United States,220000,United States,Medium
Data Scientist,Executive-level,Remote,United States,120000,United States,Medium
Research Analyst,Entry-level,On-site,United States,91200,United States,Medium
Research Analyst,Entry-level,On-site,United States,58200,United States,Medium
Data Scientist,Senior-level,Remote,United States,192000,United States,Medium
Data Scientist,Senior-level,Remote,United States,178000,United States,Medium
Data Engineer,Senior-level,Remote,United States,210000,United States,Medium
Research Engineer,Entry-level,On-site,United States,160000,United States,Medium
Research Engineer,Entry-level,On-site,United States,150000,United States,Medium
Data Architect,Senior-level,On-site,United States,206000,United States,Medium
Data Architect,Senior-level,On-site,United States,134000,United States,Medium
Data Scientist,Senior-level,Remote,United States,180000,United States,Medium
Data Scientist,Senior-level,Remote,United States,135000,United States,Medium
Data Scientist,Senior-level,On-site,United States,200000,United States,Medium
Data Scientist,Senior-level,On-site,United States,120000,United States,Medium
Data Engineer,Mid-level,On-site,United States,106700,United States,Medium
Data Engineer,Mid-level,On-site,United States,57700,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,266400,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,173300,United States,Medium
Data Analyst,Mid-level,On-site,United States,125000,United States,Medium
Data Analyst,Mid-level,On-site,United States,100000,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,165600,United States,Large
Business Intelligence Engineer,Senior-level,On-site,United States,65800,United States,Large
Data Scientist,Mid-level,On-site,United States,210400,United States,Medium
Data Scientist,Mid-level,On-site,United States,170500,United States,Medium
Data Engineer,Mid-level,Remote,United States,170000,United States,Medium
Data Scientist,Senior-level,Remote,United States,185400,United States,Medium
Data Scientist,Senior-level,Remote,United States,81536,United States,Medium
Data Analyst,Senior-level,On-site,United States,193000,United States,Medium
Data Analyst,Senior-level,On-site,United States,158000,United States,Medium
Data Engineer,Senior-level,Remote,United States,100000,United States,Medium
Data Analyst,Mid-level,Remote,United States,95000,United States,Medium
Data Analyst,Mid-level,Remote,United States,75000,United States,Medium
Data Analyst,Mid-level,On-site,United States,115000,United States,Medium
Data Analyst,Mid-level,On-site,United States,105000,United States,Medium
Data Engineer,Senior-level,On-site,United States,161900,United States,Medium
Data Analyst,Mid-level,Remote,United States,80000,United States,Medium
Data Analyst,Senior-level,Remote,United States,192500,United States,Medium
Analytics Engineer,Mid-level,On-site,United States,100000,United States,Medium
Analytics Engineer,Mid-level,On-site,United States,75000,United States,Medium
Data Scientist,Senior-level,On-site,United States,166000,United States,Medium
Data Scientist,Senior-level,On-site,United States,73100,United States,Medium
ML Engineer,Senior-level,On-site,United States,336300,United States,Medium
ML Engineer,Senior-level,On-site,United States,179000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,296400,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,159600,United States,Medium
Head of Data,Senior-level,Remote,United States,258500,United States,Medium
Head of Data,Senior-level,Remote,United States,226500,United States,Medium
Research Scientist,Senior-level,On-site,United States,247250,United States,Medium
Research Scientist,Senior-level,On-site,United States,118400,United States,Medium
BI Analyst,Mid-level,On-site,United States,160000,United States,Medium
BI Analyst,Mid-level,On-site,United States,140000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,93400,United States,Medium
Data Scientist,Senior-level,On-site,United States,219000,United States,Medium
Data Scientist,Senior-level,On-site,United States,132000,United States,Medium
Data Scientist,Senior-level,On-site,United States,130500,United States,Medium
Data Scientist,Senior-level,On-site,United States,116000,United States,Medium
Research Scientist,Senior-level,On-site,United States,323300,United States,Medium
Research Scientist,Senior-level,On-site,United States,184700,United States,Medium
Machine Learning Scientist,Senior-level,On-site,United States,250000,United States,Medium
Data Scientist,Mid-level,On-site,United States,136000,United States,Medium
Data Scientist,Mid-level,On-site,United States,91000,United States,Medium
Data Scientist,Entry-level,On-site,United States,135000,United States,Medium
Data Scientist,Entry-level,On-site,United States,110000,United States,Medium
BI Analyst,Senior-level,Remote,United States,202000,United States,Medium
BI Analyst,Senior-level,Remote,United States,147000,United States,Medium
Data Scientist,Senior-level,On-site,United States,170625,United States,Medium
Data Scientist,Senior-level,On-site,United States,127950,United States,Medium
Data Analyst,Entry-level,On-site,United States,85256,United States,Medium
Data Analyst,Entry-level,On-site,United States,71615,United States,Medium
Data Scientist,Entry-level,On-site,United States,100000,United States,Large
Research Analyst,Mid-level,On-site,United States,100000,United States,Small
Data Engineer,Executive-level,On-site,United States,185000,United States,Medium
Data Engineer,Executive-level,On-site,United States,125000,United States,Medium
Data Management Analyst,Entry-level,Remote,United States,60000,United States,Medium
Data Management Analyst,Entry-level,Remote,United States,52000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,260000,United States,Medium
Data Scientist,Senior-level,On-site,United States,225000,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,100000,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,80000,United States,Medium
Machine Learning Modeler,Senior-level,On-site,United States,204500,United States,Medium
Machine Learning Modeler,Senior-level,On-site,United States,142200,United States,Medium
Data Scientist,Senior-level,Remote,United States,297300,United States,Medium
Data Scientist,Senior-level,Remote,United States,198200,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,240000,United States,Medium
Business Intelligence Engineer,Senior-level,On-site,United States,185000,United States,Large
Business Intelligence Engineer,Senior-level,On-site,United States,79600,United States,Large
Applied Scientist,Senior-level,On-site,United States,222200,United States,Large
Data Engineer,Senior-level,Remote,United States,110000,United States,Medium
Data Engineer,Senior-level,Remote,United States,95000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,324000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,159000,United States,Medium
